ID_Perfil_Precio,Nombre,Costo_Base_Fijo,Costo_Unitario_Pax,Costo_Unitario_Tiempo,Costo_Unitario_Item,Activo,Updated_At
PROF_BUSQUEDA_DE_TESORO,Perfil Busqueda de tesoro,500000,15000,0,0,true,2026-02-19T16:42:08.795Z
PROF_ACTIVIDAD_DE_LA_LUZ,Perfil Actividad de la luz,500000,15000,0,0,true,2026-02-19T16:42:08.795Z
PROF_ALIANZAS,Perfil Alianzas,500000,15000,0,0,true,2026-02-19T16:42:08.795Z
PROF_EL_HERIDO,Perfil El herido,500000,15000,0,0,true,2026-02-19T16:42:08.795Z
PROF_EL_NAUFRAGO,Perfil El Naufrago,1000000,20000,0,0,true,2026-02-19T16:42:08.795Z
PROF_EL_NAUFRAGO_FULL,Perfil El Naufrago Full,1000000,35000,0,0,true,2026-02-19T16:42:08.795Z
PROF_CONQUISTANDO_LA_CUMBRE,Perfil Conquistando la Cumbre,500000,15000,0,0,true,2026-02-19T16:42:08.795Z
PROF_TIRO_CON_ARCO,Perfil Tiro con Arco,660000,10000,0,0,true,2026-02-19T16:42:08.795Z
PROF_MISION_Y_VISION,Perfil Mision y Vision,500000,15000,0,0,true,2026-02-19T16:42:08.795Z
PROF_FABRICA_DE_SAL,Perfil Fabrica de sal,500000,15000,0,0,true,2026-02-19T16:42:08.795Z
PROF_LA_PIZZA_NOSTRA_PER_TUTTI,Perfil La Pizza Nostra Per Tutti,575000,55000,0,0,true,2026-02-19T16:42:08.795Z
PROF_LA_PIZZA_NOSTRA,Perfil La Pizza Nostra,575000,30000,0,0,true,2026-02-19T16:42:08.795Z
PROF_THE_BOSS_GRILL,Perfil The Boss Grill,400000,55000,0,0,true,2026-02-19T16:42:08.795Z
PROF_COCINANDO_EQUIPOS,Perfil Cocinando Equipos,750000,55000,0,0,true,2026-02-19T16:42:08.795Z
PROF_FORMANDO_UN_JINETE,Perfil Formando un Jinete,0,0,0,0,true,2026-02-19T16:42:08.795Z
PROF_MASTER_CHEF_CORPORATIVO,Perfil Master Chef Corporativo,750000,30000,0,0,true,2026-02-19T16:42:08.795Z
PROF_DE_LA_MASA_AL_PLATO,Perfil De La Masa Al Plato,500000,55000,0,0,true,2026-02-19T16:42:08.795Z
PROF_PARRILLADA_EN_EQUIPO,Perfil Parrillada en Equipo,500000,65000,0,0,true,2026-02-19T16:42:08.795Z
PROF_TALLER_DE_PIZZA_Y_BIRRA,Perfil Taller de Pizza y Birra,0,0,0,0,true,2026-02-19T16:42:08.795Z
PROF_KARAOKE_CON_COPAS_Y_TAPAS,Perfil Karaoke con copas y tapas,650000,46800,0,0,true,2026-02-19T16:42:08.795Z
PROF_TALLER_DE_BRASAS_Y_TINTO_SABORES_AL_FUEGO,Perfil Taller de Brasas y Tinto: Sabores al Fuego!,0,0,0,0,true,2026-02-19T16:42:08.795Z
PROF_CORDEROS_VINOS,Perfil Corderos & Vinos,500000,50000,0,0,true,2026-02-19T16:42:08.795Z
PROF_SAFARI_ECUESTRE,Perfil Safari Ecuestre,0,0,0,0,true,2026-02-19T16:42:08.795Z
PROF_TREKKING_AL_MIRADOR,Perfil Trekking al mirador,0,0,0,0,true,2026-02-19T16:42:08.795Z
PROF_CATA_DE_VINOS,Perfil Cata de Vinos,300000,24000,0,0,true,2026-02-19T16:42:08.795Z
PROF_LOS_NEUMATICOS,Perfil Los Neumaticos,150000,3000,0,0,true,2026-02-19T16:42:08.795Z
PROF_TOTEM,Perfil Totem,150000,3000,0,0,true,2026-02-19T16:42:08.795Z
PROF_LA_ESTRELLA,Perfil La estrella,150000,3000,0,0,true,2026-02-19T16:42:08.795Z
PROF_TIRAR_LA_CUERDA,Perfil Tirar la cuerda,150000,3000,0,0,true,2026-02-19T16:42:08.795Z
PROF_EL_EQUILIBRIO,Perfil El equilibrio,150000,3000,0,0,true,2026-02-19T16:42:08.795Z
PROF_EL_ENREDO,Perfil El Enredo,150000,3000,0,0,true,2026-02-19T16:42:08.795Z
PROF_BAILE_ENTRETENIDO,Perfil Baile Entretenido,150000,3000,0,0,true,2026-02-19T16:42:08.795Z
PROF_GIMNASIA_DE_PAUSA,Perfil Gimnasia de Pausa,150000,3000,0,0,true,2026-02-19T16:42:08.795Z
PROF_YOGA_2,Perfil Yoga,150000,3000,0,0,true,2026-02-19T16:42:08.795Z
PROF_LA_BOLITA,Perfil La Bolita,150000,3000,0,0,true,2026-02-19T16:42:08.795Z
PROF_ULA_ULA,Perfil Ula Ula,150000,3000,0,0,true,2026-02-19T16:42:08.795Z
PROF_CARRERA_DE_SACOS,Perfil Carrera de Sacos,150000,3000,0,0,true,2026-02-19T16:42:08.795Z
PROF_BOB_ESPONJA,Perfil Bob Esponja,150000,3000,0,0,true,2026-02-19T16:42:08.795Z
